label,predict,predict_prob
0,0,6.160094e-23
0,0,1.6668692e-32
1,1,0.7871493
0,0,2.151e-42
1,1,0.9969643
1,1,0.73109627
0,0,1.2268913e-14
0,0,1.2763533e-05
0,0,9.906272e-13
0,0,1.7269278e-24
0,0,1.1163835e-18
0,0,1.1061656e-21
1,0,3.3876666e-05
1,0,0.0004553932
0,0,2.6116736e-23
0,0,0.000111352194
0,0,2.1081758e-11
0,0,1.5718784e-05
0,0,6.23591e-33
1,0,0.0012175809
0,0,6.9751922e-15
0,0,1.9957598e-15
0,0,3.4072512e-16
0,0,1.2129365e-12
0,0,4.774436e-27
0,0,0.020888103
0,0,3.1160442e-11
0,0,6.870823e-23
0,0,2.817545e-11
0,0,1.3745279e-17
0,0,9.017859e-08
0,0,1.6894059e-28
0,0,7.7256876e-17
0,0,1.2798e-41
0,0,2.0285762e-27
0,0,2.2821354e-37
0,0,1.1382299e-23
0,0,1.6142e-41
1,0,1.780165e-07
0,0,2.3830592e-23
0,0,4.606844e-28
0,0,2.7013487e-12
0,0,9.490955e-38
0,0,3.8903778e-28
0,0,2.295869e-31
0,0,2.3549992e-23
0,0,1.4773987e-20
0,0,9.991717e-10
1,0,0.012548408
1,0,6.816546e-07
1,0,0.44482377
0,0,6.567379e-05
0,0,2.3189423e-05
0,0,3.0505322e-27
0,0,3.947954e-19
0,0,3.131155e-10
1,0,0.0032480916
0,0,1.607896e-29
0,1,0.99757296
1,0,0.00021119253
0,0,1.105932e-31
0,0,1.1677786e-27
0,0,1.1292791e-20
0,0,2.0257016e-25
0,0,2.581e-42
1,1,0.99986243
1,1,0.8987105
0,0,1.2442885e-21
0,0,9.24525e-22
0,0,8.824446e-20
0,0,2.0537798e-13
0,0,2.0079147e-32
1,0,0.0006435377
0,0,0.00019962424
1,1,0.9870221
1,0,0.19723581
0,0,2.8773984e-19
0,0,1.2423676e-21
1,0,0.08548083
1,0,0.0017316666
1,0,0.001968551
0,0,1.6934154e-10
1,1,0.9992872
0,0,8.14193e-29
1,0,1.1316879e-06
0,0,5.4265887e-23
0,0,0.0008879969
0,0,3.7751214e-33
0,0,9.718614e-17
0,0,1.3541774e-26
0,0,1.101835e-06
0,0,3.0602603e-22
0,0,1.3e-44
0,0,1.6666849e-17
0,0,1.0477965e-20
0,0,2.0190298e-31
1,0,4.468677e-09
0,0,3.4790646e-26
1,1,0.99951935
0,0,3.5624176e-22
0,0,2.303316e-09
1,1,0.99909747
0,0,4.7420776e-25
0,0,0.0
0,0,1.0112869e-21
0,0,0.00011285956
0,0,3.2621288e-24
0,0,2.99527e-07
0,0,2.3145472e-23
0,0,3.1288998e-24
0,0,1.893227e-15
1,1,0.9976534
0,0,4.1455195e-14
1,0,6.228839e-07
0,0,9.676646e-13
0,0,1.7122648e-34
0,0,1.44778e-40
0,0,1.1e-44
0,0,5.8839185e-18
1,1,0.74933106
0,1,0.8734528
0,0,3.3439586e-26
0,0,5.6901406e-08
0,0,5.4269346e-25
1,0,0.00057900575
1,1,0.9818672
0,0,1.0087862e-05
1,0,0.0011995855
0,0,8.152655e-21
0,0,7.601985e-20
0,0,9.495433e-33
0,0,6.4166384e-15
0,0,4.6189944e-17
0,0,1.0294587e-31
0,0,7.758235e-24
0,0,8.269399e-27
0,0,7.8105913e-23
0,0,4.342702e-18
0,0,6.979435e-27
0,0,8.1237315e-26
0,0,0.0
1,1,0.99837035
0,0,0.0072428295
1,1,0.99937755
0,0,0.0
0,0,2.7908183e-11
0,0,4.2202736e-14
0,0,8.658622e-06
0,0,7.299487e-12
0,0,1.1271857e-06
0,0,2.2594967e-33
0,0,3.5524668e-09
0,0,5.4641384e-14
1,0,1.1731605e-05
0,0,1.8596177e-07
0,0,5.3778625e-19
0,0,2.696366e-23
1,0,7.5820913e-06
0,0,7.276189e-12
0,0,6.305904e-33
0,0,7.808139e-18
1,1,0.9999895
0,0,1.1864973e-22
0,0,4.035104e-28
0,0,4.2064435e-25
0,0,9.580361e-13
0,0,2.1307697e-11
0,0,1.6282306e-18
0,0,7.0228616e-08
1,1,0.99842274
0,0,2.1166635e-35
0,0,1.1759389e-31
0,0,0.0
0,0,5.521442e-19
0,0,1.26949185e-23
0,0,4.0514587e-06
0,0,7.291011e-35
0,0,1.5609473e-16
0,0,1.4455157e-36
0,0,1.6558448e-21
0,1,0.9895176
0,0,3.373555e-19
0,0,0.0037078343
0,0,6.654806e-09
0,0,2.1674843e-30
1,1,0.99638367
0,0,1.2454979e-16
0,0,4.6253477e-22
0,0,1.0779135e-06
0,0,1.9595727e-36
0,0,6.490867e-29
1,1,0.9551322
0,0,1.7553425e-15
0,1,0.7611041
0,0,2.6880843e-11
0,0,1.324971e-05
0,0,9.739437e-09
0,0,1.0139943e-22
0,0,2.3502345e-30
0,0,3.322602e-23
0,0,3.1991172e-25
0,0,2.0976288e-28
0,0,1.5824128e-36
0,0,0.00043168684
1,0,0.00033975008
0,0,3e-45
1,0,9.21801e-06
0,0,4.2566484e-31
1,1,0.9999418
1,1,0.9998622
0,0,1.15642536e-35
0,0,1.9726572e-13
0,0,2.232327e-09
0,0,1.7225048e-11
0,0,7.6e-44
0,0,0.0
0,0,2.729504e-30
1,0,1.8859066e-05
1,0,9.68135e-06
0,0,1.0787324e-15
0,0,3.0990981e-30
0,0,7.8159445e-26
0,0,5.231466e-19
0,0,2.6550426e-20
0,0,2.4028228e-07
1,0,0.014384879
0,0,5.7809806e-31
1,1,0.9999709
0,0,3.840144e-20
0,0,1.5463437e-24
0,0,6.782126e-09
0,0,1.5395988e-31
0,0,3.100887e-28
0,0,2.4508422e-21
1,0,8.032741e-05
0,0,1.6321391e-14
0,0,0.00020713302
0,0,1.8561997e-28
0,0,4.818639e-36
0,0,1.1845822e-33
0,0,2.0472208e-13
0,0,5.2015524e-21
0,0,6.0144674e-35
0,0,2.5872389e-09
1,1,0.9999995
1,1,0.748633
1,1,0.9927851
0,0,1.8858321e-22
1,1,0.5996752
0,0,3.0837304e-16
0,0,1.4133662e-22
0,0,3.9652066e-26
0,0,1.3515011e-23
0,0,2.0957658e-20
0,0,2.196291e-22
0,0,1.1694524e-31
1,0,0.0020458242
0,0,0.003232783
0,0,3.000672e-20
0,0,2.0943895e-29
0,0,0.0
1,0,0.12529743
0,0,1.3636746e-33
0,0,2.6656215e-32
0,0,2.7709885e-28
0,0,5.681778e-27
0,0,2.7945392e-24
0,0,4.4045105e-35
1,0,9.68135e-06
0,0,1.1740378e-17
1,1,0.7234783
0,1,0.5723496
0,0,1.4053388e-23
0,0,2.4101618e-19
0,0,0.01279456
0,0,8.8e-44
1,0,4.288327e-06
0,0,6.95599e-20
0,0,1.0439115e-11
0,0,5.871654e-14
0,0,2.7276304e-30
0,0,1.7534151e-15
0,0,4.0998095e-18
0,0,5.16715e-40
0,0,2.1999114e-09
0,1,0.99805766
1,0,0.00016945195
0,0,1.3654469e-22
0,0,0.0
0,0,1.4045272e-26
0,0,1.4349063e-05
0,0,1.3243613e-21
0,0,1.4865591e-10
0,0,6.2437243e-31
0,0,8.872e-42
0,0,4.2106842e-09
0,0,3.7204554e-31
1,1,0.9741942
0,0,2.7294734e-22
0,0,1.0033317e-23
0,0,2.7974653e-29
0,0,3.425051e-13
0,0,1.25979e-31
0,0,3.610917e-05
0,0,3.2922715e-05
0,0,3.5111366e-22
0,0,9.537059e-13
0,0,3.7423712e-26
0,0,0.0
0,0,0.0
0,0,1.887616e-23
0,0,3.4590572e-25
0,0,2.9781816e-29
0,0,2.7425398e-15
0,0,0.0
0,0,1.4892969e-11
0,0,1.3818863e-35
1,1,0.99999964
0,0,6.114435e-25
0,0,2.1253547e-05
0,0,3.095104e-23
0,0,7.341982e-05
0,0,6.0183415e-29
0,0,1.2012157e-23
0,0,1.1408183e-27
0,0,1.22668256e-26
0,0,0.019671522
0,0,7.4172726e-29
0,1,0.9995419
0,1,0.99241215
0,0,0.15790544
0,0,1.6782732e-22
0,0,1.0581732e-10
0,0,6.8307295e-32
0,0,0.00090423826
0,0,2.5971965e-24
0,0,6.1686885e-27
0,0,8.8534194e-05
0,0,1.0871264e-23
0,1,0.99935883
0,0,3.1088e-41
1,1,0.9999958
1,0,0.0002481042
0,0,2.1571379e-05
0,0,1.1831816e-19
0,0,7.685566e-39
0,0,5.1814445e-16
0,0,1.22577e-19
1,1,0.99918526
0,0,2.2278854e-36
0,0,0.0
0,0,7.1562856e-22
1,0,0.009438211
0,0,0.0
0,0,5.3818555e-22
1,1,0.99986374
0,0,7.546552e-24
0,0,1.4083734e-27
0,0,3.6014376e-24
0,0,0.025222689
0,0,2.8203703e-13
0,0,1.7701924e-20
1,0,6.17627e-05
0,0,5.9722026e-25
1,0,0.014127495
0,0,4.3668782e-38
0,0,1.4416765e-30
0,0,1.0336648e-32
1,1,0.8136751
0,0,8.884003e-33
0,0,1.6096393e-36
0,0,4.2128102e-29
0,0,2.0528578e-33
0,0,8.193662e-34
0,0,0.0
0,0,1.1442e-41
0,0,7.756469e-14
0,0,1.1994943e-30
1,0,0.21983461
0,0,2.68e-43
1,0,4.6044115e-09
0,0,1.6268424e-30
0,0,5.4883074e-18
0,0,1.311851e-14
0,0,1.5842913e-21
0,0,2.1352644e-23
0,0,3.571162e-06
0,0,1.2125932e-36
0,0,5.361217e-16
0,0,0.015472063
0,0,3.07315e-16
0,0,3.0276532e-23
0,0,1.18987164e-26
0,0,2.5363314e-35
1,0,0.06964559
0,0,2.714277e-07
0,0,3.7226115e-17
0,0,3.5254129e-09
1,0,9.56834e-10
0,0,5.111348e-28
1,1,0.9998363
0,0,0.00021544368
0,0,2.8467906e-07
1,1,0.999997
0,0,3.242526e-13
1,1,0.99800426
0,1,0.66961914
0,0,7.8346257e-20
0,0,4.2741543e-13
0,0,3.523318e-07
0,0,1.016976e-24
0,0,8.987325e-24
0,0,0.0
0,0,4.4618466e-24
0,0,3.658395e-36
0,0,1.4829846e-18
1,0,0.014815975
0,0,7.969387e-07
0,0,1.7803436e-35
1,1,0.99851614
0,0,3.193354e-30
0,0,5.589699e-13
0,0,2.1617982e-27
0,1,0.99881494
0,0,9.87807e-12
0,0,2.2765476e-27
0,0,5.538525e-13
0,0,1.2040129e-10
0,0,2.1808769e-13
0,0,8.467991e-19
0,0,8.76483e-35
0,1,0.6467355
0,0,0.0930405
0,0,1.042623e-24
0,0,1.5412571e-22
0,0,2.703579e-28
0,0,4.0691723e-13
0,0,6.887104e-35
0,0,8.1206465e-23
0,0,2.0640707e-26
0,0,3.67403e-29
0,0,8.736171e-39
0,0,1.5715222e-24
0,0,3.6566947e-20
0,0,5.288579e-39
0,0,5.852784e-24
0,1,0.6902308
0,0,0.0012175472
1,1,0.9961901
0,0,3.8234144e-24
0,0,1.329119e-28
0,0,7.7181997e-26
0,0,1.1508155e-18
0,0,1.9898756e-15
0,0,5.401598e-23
1,0,0.4432631
0,0,3.839111e-24
0,0,4.487347e-17
0,0,2.7006737e-12
0,0,1.3587417e-33
0,0,3.5022285e-14
1,0,2.225275e-16
0,0,9.238376e-22
0,0,3.429664e-33
1,0,0.00020558338
0,0,3.6577924e-30
0,0,2.652412e-34
1,1,0.8192638
0,0,9.188187e-37
0,0,1.5265224e-31
0,0,1.4130722e-11
0,1,0.9997042
0,0,2.45597e-40
0,0,2.6083825e-12
0,0,2.3536077e-30
1,1,0.9976948
0,0,0.0001744648
1,0,0.002103486
0,0,7.453129e-20
0,0,3.2435008e-33
0,0,6.0134e-41
0,0,3.3749906e-30
0,0,2.3319988e-37
0,0,0.0
0,0,1.0886136e-20
1,0,6.140352e-07
0,0,1.3817082e-26
0,0,3.9052883e-22
0,0,2.832076e-26
1,0,0.0001932423
0,0,1e-45
1,0,0.010347275
0,0,2.4147619e-06
0,0,7.2181736e-35
1,1,0.99982566
0,0,9.354922e-19
0,0,6.218566e-19
0,0,3.3075346e-34
1,0,3.2412531e-06
0,0,1.5895587e-20
0,0,3.1212545e-07
0,0,4.935787e-22
1,0,2.3825235e-15
0,0,1.7e-44
0,0,9.362217e-24
0,0,2.323359e-22
0,1,0.9880768
0,0,4.3621378e-21
0,0,4.5090922e-15
0,0,1.9870105e-28
0,0,1.3703145e-23
0,0,3.7616848e-23
0,0,8.6696464e-23
0,0,1.1351437e-10
0,0,6.9e-43
0,0,8.014676e-05
1,0,4.041721e-09
1,0,0.0005415985
0,0,1.0891016e-24
0,0,0.0
0,0,1.1431316e-12
0,0,2.5275466e-24
0,0,1.8449134e-34
0,0,7.3383887e-28
0,0,2.4833644e-23
1,0,4.4438056e-07
0,0,4.0085423e-15
0,0,4.2310124e-20
1,0,7.49074e-07
1,1,0.9997564
0,0,9.2351956e-07
1,0,3.2804041e-06
0,0,0.0
0,0,2.135355e-22
0,0,4.2640598e-23
0,0,9.198781e-14
0,0,6.7998574e-13
0,0,4.075678e-37
0,0,1.8565827e-35
0,0,1.427739e-27
0,0,1.0579462e-06
0,0,1.363684e-27
1,0,4.0064016e-08
0,0,3.225733e-33
1,1,0.9998111
0,0,2.4377385e-31
0,0,1.7134946e-10
1,1,0.9959409
1,0,2.9310544e-13
0,0,1.9194805e-21
0,0,0.0058196066
0,0,3.5548645e-10
0,0,5.94449e-07
0,0,1.6592638e-12
0,0,7.811915e-20
0,0,1.7028994e-32
1,0,0.0048097507
0,0,0.0012444888
0,0,2.4887783e-09
0,0,1.836393e-30
0,0,5.0963075e-13
0,0,7.487868e-35
1,0,0.0026786507
0,0,5.478684e-26
0,0,0.00023648709
0,0,2.9017409e-16
1,1,0.99985945
0,0,2.3333946e-38
0,0,4.6978033e-25
0,0,1.02289e-40
0,0,6.5353605e-23
0,0,4.4977005e-31
0,0,0.08308826
1,1,0.89393085
0,0,1.3329956e-32
0,0,1.4838e-41
0,0,1.2160038e-34
0,0,1.7973646e-10
0,1,0.9999927
0,0,1.3678025e-38
0,0,1.367261e-29
0,0,3.4421033e-25
0,0,2.7902322e-19
1,0,0.022513827
0,0,7.457088e-11
0,0,2.0538103e-21
0,0,8.0604265e-32
1,0,0.00017148616
0,0,3.2029318e-22
1,1,0.9986957
0,0,1.788e-42
0,0,9.171997e-32
0,0,5.8209585e-34
0,0,0.0
0,0,7.1422015e-05
0,0,5.08339e-19
0,0,0.0
0,0,4.0207926e-16
0,0,2.056517e-06
0,0,7.701351e-25
0,0,1.3076358e-19
0,0,9.581002e-35
0,0,2.6871616e-11
0,0,2.470077e-11
0,0,2.029294e-14
0,0,0.0
0,0,8.977582e-19
0,0,5.4607536e-21
0,0,7.5609514e-26
0,0,1.3813603e-26
0,0,1.3991854e-18
0,0,5.0979636e-38
0,0,1.3047942e-21
0,0,8.4697e-41
0,0,4.0815676e-33
0,0,0.0019389266
0,0,0.0
0,0,5.5396613e-05
0,0,2.787245e-25
0,0,1.3770415e-25
0,0,5.7982046e-17
0,0,1.8661163e-15
0,0,2.740654e-10
0,0,3.9439128e-05
0,0,1.8002608e-17
0,0,1.3896821e-22
0,0,0.012126314
0,0,1.3068166e-21
0,0,0.0003493217
1,0,1.42684985e-05
0,1,0.58907604
0,0,2.0809866e-06
0,0,5.924028e-26
0,0,6.700349e-32
0,0,1.6647841e-18
1,1,0.99233055
0,0,1.2261501e-17
0,0,4.918363e-11
0,0,2.5796716e-23
0,0,1.56e-43
0,0,4.5709426e-20
0,0,3.587224e-29
0,0,0.0007331748
1,0,0.044170134
1,0,8.123638e-05
1,1,0.9440597
0,0,1.02062375e-27
0,0,2.4995703e-22
0,0,9.003724e-10
0,0,2.4808642e-16
0,0,9.467952e-24
0,0,3.5894287e-21
0,0,5.620916e-21
0,0,6.98891e-11
0,0,4.8956465e-34
0,0,5.489374e-26
0,1,0.50825524
0,0,3.7911768e-29
0,0,4.162981e-30
1,1,0.9423492
0,0,1.5471615e-27
1,0,0.00023913423
0,0,7.02085e-35
0,0,2.487929e-20
0,0,2.5735807e-13
0,0,5.1640615e-23
0,0,2.2279404e-25
0,0,8.9782035e-18
0,0,2.3513313e-20
1,0,0.067254156
0,0,1.8825622e-14
0,0,1.0032935e-06
0,0,1.2891512e-12
0,0,2.890695e-22
0,0,4.221574e-12
0,0,5.831902e-39
0,0,2.8506988e-10
0,0,1.1825e-40
0,0,3.2337138e-27
1,0,0.022954483
0,0,4.0131982e-28
0,0,9.110969e-25
0,0,2.1733807e-05
0,0,5.252186e-25
1,1,0.75353813
0,0,0.0
0,0,2.4192982e-35
0,0,1.5171038e-08
0,0,2.479024e-20
0,0,1.5870364e-30
0,0,1.267655e-06
0,0,1.1311065e-36
0,0,0.06913563
0,0,2.1981689e-22
0,0,3.8681983e-34
0,0,4.1659162e-13
0,0,7.830462e-15
0,0,1.5739008e-13
0,0,3.2736e-41
0,0,4.9195054e-23
1,0,0.0003739576
0,0,9.691923e-07
0,0,2.5664968e-25
0,0,1.4152079e-08
0,0,0.2710312
1,1,0.98421854
0,0,8.6606325e-28
0,0,2.2389691e-14
0,0,1.1034033e-24
0,0,5.8106275e-24
1,0,5.027028e-07
0,0,6.050602e-11
0,0,0.09325008
0,0,7.987147e-06
0,1,0.5716719
0,0,1.246755e-35
0,0,4.6e-44
0,0,4.460968e-10
0,0,4.720691e-39
0,0,2.3042142e-30
0,0,0.0012303173
0,1,0.99960786
0,0,9.459038e-08
0,1,0.9974376
0,0,9.651581e-20
0,0,2.0294523e-18
0,0,3.2726723e-17
0,0,0.0062805563
0,0,1.3318589e-37
0,0,0.0
1,0,0.4993519
0,0,9.226445e-07
1,0,2.490051e-05
1,0,0.21691795
0,0,1.2452381e-36
0,0,1.5488515e-18
0,0,6.1648442e-30
0,0,1.7406826e-19
0,0,2.3921592e-22
0,0,8.7041624e-11
0,0,4.659204e-31
0,0,3.8542317e-13
0,0,0.0
0,1,0.9987902
0,0,0.000117063595
0,1,0.99928015
0,0,6.192651e-32
0,0,3.327535e-16
0,0,4.65597e-31
0,0,3.5097283e-23
0,0,1.4763798e-34
0,0,7.1989447e-22
0,0,1.5156196e-16
1,0,0.37936452
1,1,0.99812275
1,1,0.7347503
0,0,3.2037e-05
0,0,2.4000902e-17
1,0,0.26693398
0,0,8.286642e-34
0,0,2.5513137e-13
0,0,2.2693833e-29
0,0,3.3622698e-22
0,0,1.0574396e-31
0,0,1.6500594e-10
0,0,1.3191988e-35
0,0,1.5301922e-35
0,0,2.6643365e-20
0,0,5.473835e-07
0,0,4.0731212e-26
1,1,0.99671066
0,0,1.008743e-39
0,0,1.27063e-31
0,1,0.9998425
0,0,9.976e-42
0,0,4.7531834e-05
0,0,0.0
0,0,2.99086e-17
0,1,0.9952833
0,0,0.00071263954
0,0,0.0
1,1,0.99767166
0,0,3.7013967e-26
1,0,0.2087728
0,0,6.984092e-28
0,0,9.4726e-41
0,0,3.651393e-15
0,0,0.006910507
0,0,2.5359814e-10
0,0,1.4493174e-32
0,0,1.9561825e-13
0,0,1.881335e-21
0,0,8.917283e-09
1,0,2.6635214e-05
0,0,9.825567e-16
0,0,4.8722056e-13
0,0,8.1757e-41
0,0,1.0586913e-15
0,0,1.3664912e-34
0,0,4.4711645e-25
0,0,3.8698168e-29
0,0,2.8804141e-22
0,0,0.31162363
0,0,4.185501e-28
1,1,0.999998
0,0,2.021475e-14
0,0,1.4511848e-13
1,1,0.99155504
0,1,0.7103073
0,1,0.99999
0,0,0.0
0,0,1.8530577e-14
0,0,1.2982389e-16
0,0,0.0
0,0,4.6704004e-37
0,0,1.5632468e-17
1,0,7.674814e-09
1,1,0.9721666
0,1,0.99995506
1,0,1.0491068e-08
0,0,1.4329046e-14
0,0,4.825455e-39
0,0,3.6779358e-25
0,0,0.0
0,0,7.846643e-29
0,0,3.0004904e-07
1,0,0.008336156
0,0,6.5644223e-22
0,0,4.752094e-09
1,1,0.9999958
0,0,6.4281025e-23
0,0,2.800972e-26
0,0,1.3215203e-13
0,0,8.4173646e-26
0,0,2.1640562e-22
0,0,1.1667064e-18
0,0,0.0016262386
0,0,2.7205017e-15
0,0,6.795178e-24
0,0,4.159343e-24
0,0,3.1825516e-32
0,0,0.2879506
1,1,0.99967766
0,0,4.1255587e-31
0,0,7.710742e-29
0,0,2.6918768e-29
1,0,2.632999e-06
0,0,3.8638615e-12
1,0,0.4166176
0,0,9.939399e-12
0,0,6.005931e-30
0,0,2.71778e-18
0,0,1.89235e-26
0,0,1.0056469e-14
1,0,0.015921842
0,0,2.0918059e-11
1,0,3.5283145e-07
0,0,2.5319973e-30
0,0,5.077053e-34
0,0,2.0567506e-36
0,0,3.2926042e-34
1,1,0.99966717
0,0,3.2205852e-23
0,0,1.04888666e-23
0,0,4.22145e-21
1,0,1.6986883e-10
0,0,1.8596608e-18
0,0,6.0028006e-20
0,0,0.0
0,0,3.2204483e-24
0,0,1.4789291e-17
0,0,6.3675457e-25
0,0,2.5810988e-23
0,0,8.020661e-13
0,0,1.29650415e-20
0,0,1.1973197e-35
0,0,2.2410477e-27
0,0,9.89917e-28
1,1,0.9976539
0,0,0.0
0,0,1.6106574e-38
0,0,1.1016352e-27
0,0,0.024863813
0,0,9.613954e-27
0,1,0.94003403
0,0,1.8648263e-32
0,1,0.9984952
0,0,1.9519623e-29
1,1,0.999949
0,0,0.0
1,0,2.7143254e-10
1,1,0.9860891
0,0,1.2750384e-24
0,0,1.2693e-41
1,1,0.9945745
0,0,2.980704e-22
1,0,0.031455386
0,0,8.382502e-26
0,0,9.814655e-07
1,0,6.5290005e-05
1,0,0.014268413
1,0,0.009551597
0,0,1.1317166e-26
0,0,3.112562e-12
0,0,2.6399442e-20
0,0,3.3991597e-33
0,0,3.6849135e-26
1,0,4.760561e-08
0,0,2.1616267e-33
1,1,0.8088074
0,0,0.0
0,0,8.07326e-40
0,0,2.7624826e-35
0,0,2.766275e-23
0,0,2.1572203e-25
0,1,0.99748033
1,0,0.31890807
0,0,3.8664852e-20
1,1,0.999495
0,0,7.5226495e-21
0,0,1.87422e-23
1,0,0.14160891
1,0,0.24373817
1,0,0.027792698
0,0,1.0641659e-22
0,0,1.4866248e-28
0,0,3.744741e-19
0,0,5.94994e-40
0,1,0.95696217
1,0,2.423951e-05
0,0,3.635397e-22
0,0,3.9672045e-18
0,0,0.0009911357
1,0,0.027638793
0,0,7.6317905e-29
0,0,5.223778e-23
0,0,8.89215e-08
0,0,1.04740136e-19
0,0,4.0524144e-19
0,0,1.6953023e-18
0,0,5.625116e-30
0,0,1.5211918e-16
0,0,2.734789e-22
0,0,7e-45
0,0,1.1165172e-15
0,0,4.9319237e-24
0,0,5.77071e-17
0,0,1.3893402e-11
0,0,6.6574507e-15
1,1,0.9940502
1,1,0.9999081
1,0,0.004481989
0,0,0.038142186
0,0,2.518451e-32
1,0,0.0019230198
0,0,9.951951e-28
0,0,3.9456672e-18
0,0,3.9624292e-31
1,0,3.0690499e-06
0,0,1.3135511e-14
0,0,9.158208e-05
0,0,2.487194e-39
1,0,0.00026764607
0,0,1.1264344e-14
0,0,0.003361867
0,0,1.2878297e-07
1,1,0.95246977
0,0,1.111453e-28
0,0,3.96417e-30
0,0,1.86e-43
0,0,3.792547e-16
0,0,1.5500001e-23
1,0,0.018058978
0,0,6.0429156e-20
0,1,1.0
0,0,4.9637828e-17
0,0,2.6148926e-31
1,0,8.845864e-09
0,0,1.0114465e-18
0,0,1.6673208e-17
0,0,4.92e-43
0,0,1.0034937e-28
0,0,2.529374e-07
1,0,5.534819e-09
0,0,0.00042178307
0,0,2.8924887e-10
0,0,5.370445e-10
0,0,4.2913612e-30
0,0,0.0
0,0,1.0734762e-33
0,0,5.4458908e-17
0,0,2.8243262e-21
0,0,1.0917476e-08
0,0,9.301296e-27
0,0,8.992108e-13
0,0,1.9541235e-21
0,0,1.001498e-12
0,0,0.018535847
0,0,8.809997e-17
0,0,0.10357419
0,0,2.7278906e-15
0,0,1.1419682e-19
0,0,0.0
0,0,1.1110361e-08
0,0,1.37e-43
1,0,4.3127887e-10
0,0,3.007554e-39
0,0,0.0063730297
0,1,0.9999118
1,0,0.00028993713
0,0,2.6539734e-17
0,0,7.648319e-13
1,0,0.025349095
0,0,2.5416108e-27
1,0,1.15504186e-07
0,0,9.641551e-24
0,0,1.2137381e-18
1,1,0.99960476
0,1,0.9993069
0,0,4.82693e-16
0,0,7.1702715e-31
0,0,0.012882715
0,1,0.99964654
0,0,1.6787076e-38
0,0,0.0
0,0,2.4388201e-14
0,0,2.3765011e-26
1,0,4.1630552e-10
0,0,2.3743573e-23
1,0,0.0034394271
0,0,5.1109026e-08
0,0,1.892322e-14
1,0,0.27489272
0,0,1.0874946e-05
0,0,6.381384e-39
0,0,6.25972e-18
1,0,7.519011e-05
0,0,2.9561022e-08
0,0,1.16379455e-26
0,0,3.6449e-41
0,0,6.21e-43
0,0,0.0
0,0,1.3690395e-23
0,0,2.0020949e-24
1,0,0.01154029
0,0,1.1953409e-17
1,0,0.00042281812
0,0,9.260406e-19
0,0,1.5522352e-25
1,1,0.53152525
0,0,2.4454194e-11
0,0,3.064007e-24
0,0,6.080711e-09
0,0,1.4311583e-19
1,0,0.27792713
0,0,8.0630593e-20
0,0,3.3786436e-18
0,0,1.5515873e-21
0,0,1.1036042e-26
0,0,1.1553042e-37
0,0,3.552776e-18
0,0,6.97798e-40
1,0,0.004102993
0,0,7.8660675e-28
1,0,1.6986883e-10
0,0,2.5240022e-08
1,0,0.0004203515
0,0,0.00063251535
0,0,5.4007258e-33
0,0,3.94466e-25
0,0,2.388294e-29
1,0,0.0009087069
0,0,2.4246705e-24
1,1,0.9988998
0,0,2.0282521e-26
0,0,1.225e-42
1,1,0.9987413
